log_date,user_id,user.type,payment
2013-06,772,existing,0.0
2013-06,773,existing,0.0
2013-06,774,existing,0.0
2013-06,775,existing,0.0
2013-06,776,existing,0.0
2013-06,779,existing,0.0
2013-06,782,existing,0.0
2013-06,785,existing,0.0
2013-06,786,existing,0.0
2013-06,788,existing,0.0
2013-06,790,existing,0.0
2013-06,794,existing,0.0
2013-06,795,existing,0.0
2013-06,796,existing,0.0
2013-06,798,existing,0.0
2013-06,803,existing,0.0
2013-06,806,existing,0.0
2013-06,807,existing,0.0
2013-06,810,existing,0.0
2013-06,819,existing,0.0
2013-06,820,existing,0.0
2013-06,824,existing,0.0
2013-06,834,existing,0.0
2013-06,837,existing,0.0
2013-06,838,existing,0.0
2013-06,840,existing,0.0
2013-06,841,existing,0.0
2013-06,843,existing,0.0
2013-06,844,existing,0.0
2013-06,849,existing,0.0
2013-06,850,existing,0.0
2013-06,852,existing,0.0
2013-06,854,existing,0.0
2013-06,859,existing,0.0
2013-06,860,existing,0.0
2013-06,866,existing,0.0
2013-06,868,existing,0.0
2013-06,869,existing,0.0
2013-06,870,existing,0.0
2013-06,872,existing,0.0
2013-06,882,existing,0.0
2013-06,883,existing,0.0
2013-06,888,existing,0.0
2013-06,890,existing,0.0
2013-06,892,existing,0.0
2013-06,897,existing,0.0
2013-06,905,existing,0.0
2013-06,906,existing,0.0
2013-06,907,existing,0.0
2013-06,911,existing,0.0
2013-06,913,existing,0.0
2013-06,914,existing,0.0
2013-06,917,existing,0.0
2013-06,920,existing,0.0
2013-06,921,existing,0.0
2013-06,923,existing,0.0
2013-06,924,existing,0.0
2013-06,927,existing,0.0
2013-06,928,existing,0.0
2013-06,929,existing,0.0
2013-06,931,existing,0.0
2013-06,933,existing,0.0
2013-06,934,existing,0.0
2013-06,935,existing,0.0
2013-06,938,existing,0.0
2013-06,940,existing,0.0
2013-06,941,existing,0.0
2013-06,951,existing,0.0
2013-06,953,existing,0.0
2013-06,955,existing,0.0
2013-06,956,existing,0.0
2013-06,957,existing,0.0
2013-06,960,existing,0.0
2013-06,963,existing,18750.0
2013-06,964,existing,0.0
2013-06,970,existing,0.0
2013-06,973,existing,0.0
2013-06,988,existing,0.0
2013-06,991,existing,0.0
2013-06,995,existing,0.0
2013-06,996,existing,0.0
2013-06,1003,existing,0.0
2013-06,1005,existing,0.0
2013-06,1010,existing,0.0
2013-06,1014,existing,0.0
2013-06,1015,existing,0.0
2013-06,1016,existing,0.0
2013-06,1022,existing,0.0
2013-06,1023,existing,0.0
2013-06,1029,existing,0.0
2013-06,1032,existing,0.0
2013-06,1033,existing,0.0
2013-06,1036,existing,0.0
2013-06,1037,existing,0.0
2013-06,1046,existing,0.0
2013-06,1047,existing,0.0
2013-06,1048,existing,0.0
2013-06,1050,existing,0.0
2013-06,1053,existing,0.0
2013-06,1056,existing,0.0
2013-06,1058,existing,0.0
2013-06,1059,existing,0.0
2013-06,1060,existing,0.0
2013-06,1064,existing,0.0
2013-06,1068,existing,0.0
2013-06,1072,existing,0.0
2013-06,1073,existing,0.0
2013-06,1075,existing,0.0
2013-06,1076,existing,0.0
2013-06,1078,existing,0.0
2013-06,1080,existing,0.0
2013-06,1082,existing,0.0
2013-06,1084,existing,0.0
2013-06,1086,existing,0.0
2013-06,1089,existing,0.0
2013-06,1099,existing,0.0
2013-06,1107,existing,0.0
2013-06,1108,existing,0.0
2013-06,1109,existing,0.0
2013-06,1111,existing,0.0
2013-06,1115,existing,0.0
2013-06,1119,existing,0.0
2013-06,1120,existing,0.0
2013-06,1122,existing,0.0
2013-06,1130,existing,0.0
2013-06,1133,existing,0.0
2013-06,1134,existing,0.0
2013-06,1135,existing,0.0
2013-06,1136,existing,0.0
2013-06,1141,existing,0.0
2013-06,1143,existing,0.0
2013-06,1147,existing,0.0
2013-06,1148,existing,0.0
2013-06,1150,existing,0.0
2013-06,1154,existing,0.0
2013-06,1157,existing,0.0
2013-06,1158,existing,0.0
2013-06,1159,existing,0.0
2013-06,1161,existing,0.0
2013-06,1163,existing,0.0
2013-06,1165,existing,0.0
2013-06,1167,existing,0.0
2013-06,1171,existing,0.0
2013-06,1173,existing,0.0
2013-06,1174,existing,0.0
2013-06,1175,existing,0.0
2013-06,1178,existing,0.0
2013-06,1179,existing,0.0
2013-06,1185,existing,0.0
2013-06,1186,existing,0.0
2013-06,1188,existing,0.0
2013-06,1190,existing,0.0
2013-06,1193,existing,0.0
2013-06,1194,existing,0.0
2013-06,1195,existing,0.0
2013-06,1196,existing,0.0
2013-06,1199,existing,0.0
2013-06,1200,existing,0.0
2013-06,1201,existing,0.0
2013-06,1202,existing,0.0
2013-06,1204,existing,0.0
2013-06,1208,existing,0.0
2013-06,1210,existing,0.0
2013-06,1212,existing,0.0
2013-06,1216,existing,0.0
2013-06,1217,existing,0.0
2013-06,1218,existing,0.0
2013-06,1222,existing,0.0
2013-06,1223,existing,0.0
2013-06,1225,existing,0.0
2013-06,1229,existing,0.0
2013-06,1230,existing,0.0
2013-06,1231,existing,0.0
2013-06,1232,existing,0.0
2013-06,1236,existing,0.0
2013-06,1237,existing,0.0
2013-06,1240,existing,0.0
2013-06,1241,existing,0.0
2013-06,1242,existing,0.0
2013-06,1243,existing,0.0
2013-06,1245,existing,0.0
2013-06,1246,existing,0.0
2013-06,1252,existing,0.0
2013-06,1254,existing,0.0
2013-06,1255,existing,0.0
2013-06,1259,existing,0.0
2013-06,1264,existing,0.0
2013-06,1265,existing,0.0
2013-06,1266,existing,0.0
2013-06,1269,existing,0.0
2013-06,1272,existing,0.0
2013-06,1280,existing,0.0
2013-06,1285,existing,0.0
2013-06,1286,existing,0.0
2013-06,1296,existing,0.0
2013-06,1297,existing,0.0
2013-06,1299,existing,0.0
2013-06,1310,existing,0.0
2013-06,1311,existing,0.0
2013-06,1315,existing,0.0
2013-06,1316,existing,0.0
2013-06,1317,existing,0.0
2013-06,1318,existing,0.0
2013-06,1319,existing,0.0
2013-06,1322,existing,0.0
2013-06,1324,existing,0.0
2013-06,1327,existing,0.0
2013-06,1328,existing,0.0
2013-06,1331,existing,0.0
2013-06,1332,existing,0.0
2013-06,1335,existing,0.0
2013-06,1340,existing,0.0
2013-06,1343,existing,0.0
2013-06,1344,existing,0.0
2013-06,1348,existing,0.0
2013-06,1349,existing,0.0
2013-06,1352,existing,0.0
2013-06,1354,existing,0.0
2013-06,1355,existing,0.0
2013-06,1358,existing,0.0
2013-06,1359,existing,14670.0
2013-06,1360,existing,0.0
2013-06,1362,existing,0.0
2013-06,1367,existing,0.0
2013-06,1369,existing,0.0
2013-06,1370,existing,0.0
2013-06,1371,existing,0.0
2013-06,1374,existing,0.0
2013-06,1375,existing,0.0
2013-06,1378,existing,0.0
2013-06,1380,existing,0.0
2013-06,1383,existing,0.0
2013-06,1384,existing,0.0
2013-06,1392,existing,0.0
2013-06,1393,existing,0.0
2013-06,1394,existing,0.0
2013-06,1395,existing,0.0
2013-06,1396,existing,0.0
2013-06,1401,existing,0.0
2013-06,1403,existing,0.0
2013-06,1404,existing,0.0
2013-06,1406,existing,0.0
2013-06,1408,existing,0.0
2013-06,1409,existing,0.0
2013-06,1410,existing,0.0
2013-06,1412,existing,0.0
2013-06,1414,existing,0.0
2013-06,1422,existing,0.0
2013-06,1424,existing,0.0
2013-06,1428,existing,0.0
2013-06,1431,existing,0.0
2013-06,1432,existing,0.0
2013-06,1436,existing,0.0
2013-06,1438,existing,0.0
2013-06,1439,existing,0.0
2013-06,1442,existing,0.0
2013-06,1445,existing,0.0
2013-06,1446,existing,0.0
2013-06,1448,existing,0.0
2013-06,1450,existing,0.0
2013-06,1453,existing,0.0
2013-06,1457,existing,0.0
2013-06,1458,existing,0.0
2013-06,1459,existing,0.0
2013-06,1461,existing,0.0
2013-06,1462,existing,0.0
2013-06,1463,existing,0.0
2013-06,1465,existing,0.0
2013-06,1466,existing,0.0
2013-06,1470,existing,0.0
2013-06,1471,existing,0.0
2013-06,1472,existing,0.0
2013-06,1475,existing,0.0
2013-06,1479,existing,0.0
2013-06,1480,existing,0.0
2013-06,1481,existing,0.0
2013-06,1484,existing,0.0
2013-06,1487,existing,0.0
2013-06,1489,existing,0.0
2013-06,1491,existing,0.0
2013-06,1492,existing,0.0
2013-06,1493,existing,0.0
2013-06,1496,existing,0.0
2013-06,1497,existing,0.0
2013-06,1499,existing,0.0
2013-06,1500,existing,0.0
2013-06,1503,existing,0.0
2013-06,1505,existing,0.0
2013-06,1506,existing,0.0
2013-06,1507,existing,0.0
2013-06,1508,existing,0.0
2013-06,1510,existing,0.0
2013-06,1511,existing,0.0
2013-06,1526,existing,0.0
2013-06,1527,existing,0.0
2013-06,1532,existing,0.0
2013-06,1536,existing,0.0
2013-06,1545,existing,0.0
2013-06,1546,existing,0.0
2013-06,1548,existing,0.0
2013-06,1550,existing,0.0
2013-06,1551,existing,0.0
2013-06,1554,existing,0.0
2013-06,1562,existing,0.0
2013-06,1563,existing,0.0
2013-06,1564,existing,0.0
2013-06,1565,existing,0.0
2013-06,1576,existing,0.0
2013-06,1577,existing,0.0
2013-06,1588,existing,0.0
2013-06,1593,existing,0.0
2013-06,1613,existing,0.0
2013-06,1631,existing,0.0
2013-06,1634,existing,0.0
2013-06,1639,existing,0.0
2013-06,1652,existing,0.0
2013-06,1656,existing,0.0
2013-06,1662,existing,0.0
2013-06,1663,existing,0.0
2013-06,1665,existing,0.0
2013-06,1678,existing,0.0
2013-06,1679,existing,0.0
2013-06,1694,existing,0.0
2013-06,1696,existing,0.0
2013-06,1703,existing,0.0
2013-06,1704,existing,0.0
2013-06,1710,existing,0.0
2013-06,1716,existing,0.0
2013-06,1721,existing,0.0
2013-06,1726,existing,0.0
2013-06,1733,existing,0.0
2013-06,1735,existing,0.0
2013-06,1736,existing,0.0
2013-06,1739,existing,0.0
2013-06,1743,existing,0.0
2013-06,1744,existing,0.0
2013-06,1750,existing,0.0
2013-06,1761,existing,0.0
2013-06,1762,existing,0.0
2013-06,1767,existing,0.0
2013-06,1780,existing,0.0
2013-06,1784,existing,0.0
2013-06,1786,existing,0.0
2013-06,1793,existing,0.0
2013-06,1794,existing,0.0
2013-06,1798,existing,0.0
2013-06,1800,existing,0.0
2013-06,1803,existing,0.0
2013-06,1804,existing,0.0
2013-06,1807,existing,0.0
2013-06,1817,existing,0.0
2013-06,1821,existing,810.0
2013-06,1825,existing,0.0
2013-06,1829,existing,0.0
2013-06,1837,existing,0.0
2013-06,1840,existing,0.0
2013-06,1842,existing,0.0
2013-06,1844,existing,0.0
2013-06,1845,existing,0.0
2013-06,1846,existing,0.0
2013-06,1851,existing,0.0
2013-06,1853,existing,0.0
2013-06,1855,existing,0.0
2013-06,1858,existing,0.0
2013-06,1861,existing,0.0
2013-06,1865,existing,0.0
2013-06,1867,existing,0.0
2013-06,1871,existing,0.0
2013-06,1873,existing,0.0
2013-06,1874,existing,0.0
2013-06,1880,existing,0.0
2013-06,1884,existing,0.0
2013-06,1892,existing,0.0
2013-06,1895,existing,0.0
2013-06,1899,existing,0.0
2013-06,1903,existing,0.0
2013-06,1909,existing,0.0
2013-06,1941,existing,0.0
2013-06,1942,existing,0.0
2013-06,1943,existing,0.0
2013-06,1947,existing,0.0
2013-06,1948,existing,0.0
2013-06,1950,existing,0.0
2013-06,1951,existing,0.0
2013-06,1963,existing,0.0
2013-06,1964,existing,0.0
2013-06,1967,existing,0.0
2013-06,1977,existing,0.0
2013-06,1981,existing,0.0
2013-06,1992,existing,0.0
2013-06,2004,existing,0.0
2013-06,2005,existing,0.0
2013-06,2006,existing,0.0
2013-06,2010,existing,0.0
2013-06,2011,existing,0.0
2013-06,2014,existing,0.0
2013-06,2024,existing,0.0
2013-06,2032,existing,0.0
2013-06,2033,existing,0.0
2013-06,2037,existing,0.0
2013-06,2046,existing,0.0
2013-06,2050,existing,0.0
2013-06,2053,existing,0.0
2013-06,2059,existing,0.0
2013-06,2066,existing,0.0
2013-06,2073,existing,0.0
2013-06,2092,existing,0.0
2013-06,2095,existing,0.0
2013-06,2097,existing,0.0
2013-06,2099,existing,0.0
2013-06,2111,existing,0.0
2013-06,2113,existing,0.0
2013-06,2125,existing,0.0
2013-06,2126,existing,0.0
2013-06,2135,existing,0.0
2013-06,2139,existing,0.0
2013-06,2145,existing,0.0
2013-06,2146,existing,0.0
2013-06,2149,existing,0.0
2013-06,2152,existing,0.0
2013-06,2156,existing,0.0
2013-06,2157,existing,0.0
2013-06,2178,existing,0.0
2013-06,2185,existing,0.0
2013-06,2187,existing,0.0
2013-06,2189,existing,0.0
2013-06,2196,existing,0.0
2013-06,2206,existing,0.0
2013-06,2207,existing,0.0
2013-06,2208,existing,0.0
2013-06,2209,existing,0.0
2013-06,2211,existing,0.0
2013-06,2212,existing,0.0
2013-06,2217,existing,0.0
2013-06,2224,existing,0.0
2013-06,2225,existing,0.0
2013-06,2234,existing,0.0
2013-06,2241,existing,0.0
2013-06,2251,existing,0.0
2013-06,2252,existing,0.0
2013-06,2253,existing,0.0
2013-06,2259,existing,0.0
2013-06,2275,existing,0.0
2013-06,2277,existing,0.0
2013-06,2283,existing,0.0
2013-06,2298,existing,0.0
2013-06,2300,existing,0.0
2013-06,2306,existing,0.0
2013-06,2309,existing,0.0
2013-06,2311,existing,0.0
2013-06,2326,existing,0.0
2013-06,2331,existing,0.0
2013-06,2333,existing,0.0
2013-06,2334,existing,0.0
2013-06,2335,existing,0.0
2013-06,2336,existing,0.0
2013-06,2338,existing,0.0
2013-06,2341,existing,0.0
2013-06,2349,existing,0.0
2013-06,2350,existing,0.0
2013-06,2358,existing,0.0
2013-06,2359,existing,0.0
2013-06,2360,existing,0.0
2013-06,2368,existing,0.0
2013-06,2396,existing,0.0
2013-06,2397,existing,0.0
2013-06,2409,existing,0.0
2013-06,2415,existing,0.0
2013-06,2426,existing,0.0
2013-06,2428,existing,0.0
2013-06,2429,existing,0.0
2013-06,2431,existing,0.0
2013-06,2434,existing,0.0
2013-06,2439,existing,0.0
2013-06,2450,existing,0.0
2013-06,2454,existing,0.0
2013-06,2469,existing,0.0
2013-06,2472,existing,0.0
2013-06,2479,existing,0.0
2013-06,2484,existing,0.0
2013-06,2490,existing,0.0
2013-06,2495,existing,0.0
2013-06,2506,existing,0.0
2013-06,2528,existing,0.0
2013-06,2529,existing,0.0
2013-06,2532,existing,0.0
2013-06,2535,existing,0.0
2013-06,2537,existing,0.0
2013-06,2542,existing,0.0
2013-06,2548,existing,0.0
2013-06,2549,existing,0.0
2013-06,2550,existing,0.0
2013-06,2552,existing,0.0
2013-06,2556,existing,0.0
2013-06,2565,existing,0.0
2013-06,2567,existing,0.0
2013-06,2577,existing,0.0
2013-06,2578,existing,0.0
2013-06,2584,existing,0.0
2013-06,2585,existing,0.0
2013-06,2595,existing,0.0
2013-06,2599,existing,0.0
2013-06,2600,existing,0.0
2013-06,2612,existing,0.0
2013-06,2615,existing,0.0
2013-06,2617,existing,0.0
2013-06,2624,existing,0.0
2013-06,2632,existing,0.0
2013-06,2633,existing,0.0
2013-06,2634,existing,0.0
2013-06,2637,existing,0.0
2013-06,2645,existing,0.0
2013-06,2654,existing,0.0
2013-06,2656,existing,0.0
2013-06,2660,existing,0.0
2013-06,2675,existing,0.0
2013-06,2676,existing,0.0
2013-06,2677,existing,0.0
2013-06,2680,existing,0.0
2013-06,2684,existing,0.0
2013-06,2686,existing,0.0
2013-06,2695,existing,0.0
2013-06,2697,existing,0.0
2013-06,2698,existing,0.0
2013-06,2701,existing,0.0
2013-06,2703,existing,0.0
2013-06,2706,existing,0.0
2013-06,2715,existing,0.0
2013-06,2717,existing,0.0
2013-06,2722,existing,0.0
2013-06,2725,existing,0.0
2013-06,2727,existing,0.0
2013-06,2737,existing,0.0
2013-06,2745,existing,0.0
2013-06,2746,existing,0.0
2013-06,2750,existing,0.0
2013-06,2753,existing,0.0
2013-06,2758,existing,0.0
2013-06,2778,existing,0.0
2013-06,2780,existing,0.0
2013-06,2784,existing,6520.0
2013-06,2792,existing,0.0
2013-06,2794,existing,0.0
2013-06,2799,existing,0.0
2013-06,2807,existing,0.0
2013-06,2810,existing,0.0
2013-06,2822,existing,0.0
2013-06,2833,existing,0.0
2013-06,2835,existing,0.0
2013-06,2846,existing,0.0
2013-06,2862,existing,0.0
2013-06,2864,existing,0.0
2013-06,2865,existing,0.0
2013-06,2868,existing,0.0
2013-06,2872,existing,0.0
2013-06,2873,existing,0.0
2013-06,2886,existing,0.0
2013-06,2895,existing,0.0
2013-06,2901,existing,0.0
2013-06,2911,existing,0.0
2013-06,2913,existing,0.0
2013-06,2920,existing,0.0
2013-06,2930,existing,0.0
2013-06,2939,existing,0.0
2013-06,2958,existing,0.0
2013-06,2959,existing,0.0
2013-06,2971,existing,0.0
2013-06,2978,existing,0.0
2013-06,2995,existing,0.0
2013-06,3025,existing,0.0
2013-06,3029,existing,0.0
2013-06,3031,existing,0.0
2013-06,3032,existing,0.0
2013-06,3037,existing,0.0
2013-06,3041,existing,0.0
2013-06,3048,existing,1620.0
2013-06,3065,existing,0.0
2013-06,3068,existing,0.0
2013-06,3071,existing,0.0
2013-06,3079,existing,0.0
2013-06,3087,existing,0.0
2013-06,3090,existing,0.0
2013-06,3094,existing,0.0
2013-06,3100,existing,0.0
2013-06,3105,existing,0.0
2013-06,3109,existing,0.0
2013-06,3110,existing,0.0
2013-06,3117,existing,0.0
2013-06,3123,existing,0.0
2013-06,3132,existing,0.0
2013-06,3133,existing,0.0
2013-06,3134,existing,0.0
2013-06,3141,existing,0.0
2013-06,3154,existing,0.0
2013-06,3156,existing,0.0
2013-06,3157,existing,0.0
2013-06,3159,existing,0.0
2013-06,3161,existing,0.0
2013-06,3165,existing,0.0
2013-06,3175,existing,0.0
2013-06,3179,existing,0.0
2013-06,3185,existing,0.0
2013-06,3186,existing,0.0
2013-06,3190,existing,0.0
2013-06,3193,existing,0.0
2013-06,3194,existing,0.0
